HOME-1_2_KK7,53
VEURE-2_2_MS,101
CLAR_2_GRb5 (KT),18
A-BAIX-1_2_KS,11
MÉS-6_SCb5 (SK),62
MOLT_2_DT(KD)8,61
FI_SCa5(SK),43
FALTAR-DOS_2_NCb5 (KS),42
NO_4_DT(KD)6,63
ABANS-5_DT(KD)8,1
OBRIR-PORTA-A_4_SKa5(SC),64
COLOR-7_SKb5 (SC),19
HOME-1_KW7,53
JA_3_KW(DU)8,55
FALTAR_2_KSb5 (NC),42
PODER_KE(DG)8,73
ESQUERRA_9_BUa5 (BH),40
HAVER-HI-NO_4_DU,52
DRETA-bm_3_DGb5 (KE),34
BITLLES-5d_MS,12
DESAPARÈIXER_5_DU(KW)8,26
OCELL_4_NS,65
ESPERAR-B(1m)_3_SCb5 (SK),39
OCELL-0e_2_DU,65
HOME_BAIX-rep_IU,53
IGUAL-0(1m)_KW,54
CLAR (1m)_2_FN(BQ)8,18
FI_7_DUa5,43
VENIR (2 doblat)_KS(NC)8,99
HAVER-HI-NO_2_FNb5,52
ESCRIURE-mov-simple_2_BF7,38
PER-A_QN,69
ALTRE(Q)_CG6,3
ESPERAR-E_DE7,39
DIR1-1_2_CSa5 (bn),29
RES-MÉS_6_GR(KT)8,81
ENGANXAR-2-rep_3_DU7,35
JA-1_KI7,55
objENTENDRE1_CS(BN)6,36
SABER-Bd_BF7,83
DONA-T_antiga_4_KK7,30
HAVER-HI_4_BUa5 (BH),52
NO-1_KS(NC)8,63
FALTAR_11_FNa5,42
AL-COSTAT-B-mm_2_SCb5 (SK),22
HAVER-HI-1_2_CG(QF)8,52
VOLER_BF,102
ESCRIURE_2_DT7,38
AVISAR++_FN(BQ)8,10
HOME-1_GR,53
GAT-5d_7_GQ,49
1DIR2 (1)_QF6,29
GRANOTA-8d_5_CG,51
FI_2_SCa5(SK),43
PERQUÈ_CG(QF)8,70
1AGAFAR3_BQ,2
1VEURE3-2_3_KN,101
ALTRE-1_DW,3
BITLLES-4(1m)_GR,12
VEURE-2_KK7,101
ESPERAR-B_OG,39
COMENÇAR-B-ext_TG7,21
IGUAL-0(1m)_SKb5 (SC),54
PRIMER (6)_4_GQa5 (QN),77
A-BAIX_4_BUb5 (NH),11
1VEURE2-2_KN,101
TOT-6_CG,95
PRESTATGE-Bd_DTa5 (KD),76
PU-_no es perquè__DG(KE)8,79
DRETA_7_KTb5 (GR),34
FI_BUa5 (BH),43
VENIR_OG7,99
BÉ-0_4_OG7,15
OCELL-0e_2_SK,65
HOME_BAIX_2_IU,53
UN_4_LN,97
SORD_GR(KT)8,90
COM_4_DU(KW)8,20
BÉ-0_SSI_3_CF7,15
MARXAR_KE(DG)8,58
DOS-IX3_LN,33
NO_2_BNb5,63
JUST-0(1m)_BF,56
NO-5_2_KU,63
GOS-5d_3_KS,50
GAT-5d_2_SC,49
ESPERAR-E_2_IU7,39
DIR-7_BNa5,29
FI_8_KEa5 (DG),43
GOS-Q_QN,50
HOME-1_3_KT7,53
ENGANXAR-B(1m)_KK7,35
FI_BU,43
CALAIX_4_DGa5 (KE),16
NO_4_KE(DG)8,63
DONA-T_antiga_2_TG7,30
FINS-A_2_DG,46
TOT-6_2_CS(BN)6,95
ARBRE_EQ(QK)6,6
A-BAIX-B_BQa5,11
MOLT_4_KT(GR)8,61
PETIT(1m)_CG6,71
AL FINAL_KU,44
HAVER-HI-NO_3_OG,52
TAMBÉ_SK,93
OBRIR+PORTA(B)_6_KWa5,64
FORA (2) ++_KD(DT),47
TAMBÉ_3_KI,93
ESQUERRA-5-mm_4_KSb5 (NC),40
CRIDAR-L'ATENCIÓ_25_KWa5,8
DIR_2_NHb5 (BU),29
NO-1-rep_NC(KS)8,63
DONA_QM,30
DONA_BU7,30
MATEIX-Q_NH,59
ARBRE-U_KT,6
FI_KW7,43
PER-A_4_DU(KW)8,69
NO-1_10_CG(QF)8,63
COM-5_2_QF,20
IX3-DOS-IX3_DG(KE)8,33
CLAR(1m)_NCb5 (KS),18
ESQUERRA(U)_KSb5,40
GRANOTA-8d(1m)_3_KS,51
CLAR_KSb5 (NC),18
FINESTRA_2_BQ,45
GRANOTA-8d_2_TG,51
AVISAR_BUa5 (BH),10
ESCRIURE_2_CS7,38
GOS-Q-cara_2_ES,50
POC_DT(KD)6,72
ARA-B (1m)_KU7,5
1VEURE3-2-cercle_KI,101
ESCRIURE-mm_BQa5,38
POC-T_antiga_4_KS,72
DESPRÉS_BU7,27
FI_3_KTb5 (GR),43
SEGON-2_5_KIa5 (BV),84
EL-MATEIX-D'ABANS_KS7,59
AL-FINAL_KWa5,44
PU- _fi__OG(GH)6,79
ÚLTIM-B_NC,104
ESCRIURE-mm_7_CSa5 (bn),38
TAMBÉ-1_KU,93
TRES_4_GR(KT)8,96
BUSCAR-2d_7_CG,14
OBRIR-CALAIX (A)_2_GQa5 (QN),16
PU-_no se__DG(KE)8,79
DE-B-mov_simple_6_QN,24
TAMBÉ-1_DT,93
VEURE-2_KI,101
3VEURE3-2_4_QM,101
SEURE_2_OG7,86
PRIMER-1_4_BQa5,77
TAMBÉ-7_FN,93
COMENÇAR_GR(KT)8,21
HOME-1_2_QF7,53
DOS_5_KD(DT)8,33
SEURE_KW,86
NO-1_5_FNa5,63
JUST-1m_2_SC(SK)6,56
GOS-Q-cara_6_KK,50
ESCRIURE-mov_red_2_TG7,38
HAVER-HI-1_KW(DU)8,52
DONA_12_CG7,30
POC_EQ7,72
HAVER-HI-NO_6_CSa5 (bn),52
FI-8_TD7,43
DOS-IX_TG7,33
PENSAR-1_KI,68
SABER-Bd_DE7,83
GOS-5d_10_BQ,50
DINS-1_DW,28
SABER-NO_CG(QF)8,83
AL-COSTAT-DRET_FN6,22
ROSA(color)_9_GRb5 (KT),82
HAVER-HI-NO_2_KW,52
HOME_4_DV,53
BUSCAR-2d_2_KN,14
ARBRE-U_CG,6
DEIXAR-FORA_4_QF,25
SEMBLAR (5-2)_GR(KT)8,85
DONA_3_DG7,30
NO-1_BUa5 (BH),63
QUÈ(0)_FNb5,80
PETIT-BAIX_DG(KE)8,71
FI_8_GRb5 (KT),43
DOS_4_KWa5,33
MIRAR-PRISMÀTICS-0 SSI_9_OG,78
PRESTATGE_7_QNa5 (CG),76
PORTA-B_BVa5 (ki),74
PRESTATGE(B)_3_QNa5 (CG),76
MIRAR-PRISMÀTICS-0_SSI_3_KN,78
MATEIX(Q)_8_KWa5,59
1VEURE3-2_2_DT7,101
MÉS-Q_DU(KW)8,62
1PARLAR2_DG7,67
AVISAR_11_BUb5 (NH),10
COSTAT-ESQUERRE_KSb5 (NC),41
ENTRAR-B-sota_mà_DG,37
SIGNAR-contacte(1m)_BNa5,88
RES-MÉS_5_KWa5,81
NO-1_5_CSa5 (bn),63
GAT-5d_6_BQ,49
MÉS (6)_BQ(FN)8,62
CRIDAR-L'ATENCIÓ_7_FNb5,8
FI_KSb5,43
ESQUERRA_DT(KD)6,40
FINS_BQ,46
BUSCAR-2d_ES,14
UNA-ALTRA-VEGADA_2_KT7,98
DONA-T_antiga_5_KK7,30
AVISAR_9_NTa5 (KN),10
ARA-B_KU7,5
FALTAR_5_SCb5 (SK),42
DORMIR-8_2_BF,32
PENSAR-1_KW7,68
ESQUERRA (B)_12_BNb5,40
SI (1)_FN(BQ)8,87
VEURE-2_6_KU,101
DEIXAR-FORA_7_QF,25
BUSCAR-2d_4_IU,14
IGUAL-0(1m)_CG(QF)8,54
AURICULARS-0e_DE7,9
FI_6_NHb5 (BU),43
PORTA_19_GQa5 (QN),74
COSTAT-ESQUERRE_2_BNa5,41
1VEUREloc-2_8_QF,101
GRANOTA-8_2_DT,51
OCELL_MS,65
GRANOTA-8d_10_QF,51
RES-MÉS_13_GR(KT)8,81
FI_7_TD7,43
OBRIR+PORTA_2_NHa5 (BU),64
DRETA_10_DGa5 (KE),34
FI_3_QNa5 (CG),43
AVISAR3_3_QM,10
DONA_6_KW7,30
FALTAR_15_FNa5,42
FI_3_KI,43
DE_13_KWa5,24
OBRIR-PORTA (B)_12_GQa5 (QN),64
GAT-7_7_KS,49
GAT-5d_4_TG,49
VEURE-2_6_DW,101
IGUAL-1_DT7,54
PRIMER-1_6_SCa5(SK),77
MATEIX(O)_6_FN7,59
OCELL-0e_2_BU,65
ARA-5-pfamh_FNa5,5
VEURE-1_2_DC,101
ENTRAR_2_QM,37
ARA (B)_BQ(FN)8,5
BUSCAR-2d_3_ES,14
ARBRE_8_EQ(QK)6,6
ROSA-2m_BUb5 (NH),82
FI_DT(KD)8,43
HAVER-HI-1_5_BQa5,52
FI_KD(DT),43
VOLER-5_TD,102
TRES_BVa5 (ki),96
FORA-rep_KW(DU)8,47
MIRAR-PRISMÀTICS-C_2_NT,78
MIRAR-PRISMÀTICS-0_SSI_2_DG,78
3VEURE3-2_2_OS,101
ESCRIURE_12_KS7,38
FINESTRA_2_NC,45
NO-1_12_CG(QF)8,63
HOME-G_SSI_9_KS,53
JA (5)_GQa5 (QN),55
AGAFAR_SK,2
COMENÇAR_5_GR(KT)8,21
LLAVORS_3_GR(KT)8,57
ESQUERRA-bm_2_NCb5 (KS),40
JA_KD,55
CLAR_NH(BU)8,18
HOME-1_SC7,53
HOME-6_3_LN7,53
GAT-5d_3_DG,49
VEURE-2_16_TG,101
TAMBÉ_KTb5 (GR),93
BÉ(0)_2_DUb5,15
CALAIX-2m_BUa5 (BH),16
1VEUREloc-2_4_CG,101
3ENTENDRE3_3_QN,36
ARBRE_KN,6
FINAL(A)_2_DUa5,44
DOS_DGa5 (KE),33
PENSAR_BQ7,68
BUSCAR-2d_SC,14
AGAFAR_3_GH,2
ESCRIURE_10_KI7,38
NO_2_BQ(FN)8,63
1DIR2_4_KSb5,29
TERCER-3_SCa5(SK),94
JA-5_NHa5 (BU),55
AGAFAR_DW,2
DRETA-mm_8_NCb5 (KS),34
HAVER-HI-NO_TG7,52
SI_BNb5,87
DONA_NHb5 (BU),30
DOS_5_NHa5 (BU),33
FINS-A_DE7,46
JUST-0_8_IU,56
VEURE1_GQa5 (QN),101
ESCRIURE_3_DT7,38
CALAIX_3_DTa5 (KD),16
ESCRIURE_BU7,38
ESCRIURE_KNa5 (NT),38
AVISAR_5_NHa5 (BU),10
SEURE-8_SK7,86
HOME_5_QK,53
DRETA_8_DGa5 (KE),34
FI_5_SKb5 (SC),43
CRIDAR-L'ATENCIÓ_7_QNa5 (CG),8
A-BAIX(B)_KTb5 (GR),11
AGAFAR_2_QM,2
JUST-0_GQ,56
ÚLTIM-B_TG,104
CRIDAR-L'ATENCIÓ_20_KWa5,8
OCELL-0e_5_NC,65
MIRAR-PRISMÀTICS-C_BF,78
AL COSTAT (C)_GQa5 (QN),22
GOS-Q-cara_3_KW,50
PARLAR-2_2_KT7,67
OCELL_2_BV,65
FI_4_DUa5,43
ESQUERRA-bm_NCb5 (KS),40
ANAR_2_KE(DG)8,4
VENIR-2d_QN,99
FOSC_SKb5 (SC),48
TAMBÉ-1_2_NC,93
DRETA_20_QNa5 (CG),34
VEURE-1_2_KD(DT)8,101
JA_DU7,55
IGUAL-0(1m)_2_SCb5 (SK),54
CRIDAR-L'ATENCIÓ_12_QNa5 (CG),8
COSTAT-ESQUERRE-rep_2_FNa5,41
FORA-B(1m)_NC(KS)8,47
VENIR-2d_3_KS,99
ALTRE (1) (1m)_3_BNb5,3
IGUAL-0_DT,54
PENSAR-Q_CG,68
HOME-1_KN7,53
FINAL_GQa5 (QN),44
ARA-1_3_KD(DT)8,5
HOME_12_GQ,53
PU-_no pot fer res__NH(BU)8,79
GRANOTA-8d_4_KU,51
ESCRIURE-mov_simple_2_CS7,38
AL COSTAT_3_GQa5 (QN),22
IGUAL-1_NS,54
PENSAR-1_DW7,68
A-BAIX(1)_KD(DT),11
SORD_KW(DU)8,90
FINS_2_DT,46
VEURE1_BNb5,101
ROSA-1d_SCb5 (SK),82
RES-MÉS_8_GR(KT)8,81
SIGNAR_15_KT(GR)8,88
SEGON_2_CSa5 (bn),84
VEURE1_4_DW,101
QUÈ_QF,80
MOLT_2_KS(NC)8,61
TOT-6_2_KW7,95
FALTAR-UN_BUb5 (NH),42
DRETA-bm_2_BFa5(DV),34
POSAR-SE-ELS-AURICULARS_KS7,9
UN-ALTRE-1_2_KE,3
ASSOCIACIÓ_6_DG(KE)8,7
GRANOTA-8t_OG,51
BUSCAR-2d_3_TD,14
TERCER-8_KIa5 (BV),94
DOS-IX_NCb5 (KS),33
1DIR3-1_2_KS,29
ON_4_GQa5 (QN),66
SIGNAR-contacte_3_CS7,88
RES-MÉS ++_3_GR(KT)8,81
PRISMÀTICS-0_SSI_DT,78
VEURE-2 arc_QK7,101
HAVER-HI-NO+++_QNa5 (CG),52
GOS-Q-cara_8_BF,50
VEURE_KNa5 (NT),101
VOLER_2_KW,102
AVISAR_14_NTa5 (KN),10
IGUAL-0_2_SC(SK)6,54
ABANS_3_DUb5,1
3VEURE1-2_2_QF,101
POSAR-Q_KI,75
FORA_2_FN(BQ)8,47
GRANOTA-8d_3_DG,51
PU- _no sap fer__KE(DG)8,79
ABANS_4_DUb5,1
CASA_2_QF7,17
CRIDAR-L'ATENCIÓ_4_DUb5,8
VEURE-arc-2_GQ,101
UN_QF,97
DONA-0e_KU(TG),30
IGUAL-0_FNa5,54
DONAR-B-rep_2_DW7,31
TAMBÉ_NT,93
MOLT_DU(KW)8,61
FALTAR_2_CG(QF)8,42
POSAR-CAP_QK(EQ)6,75
BLAU_4_BUb5 (NH),13
1DIR2-2_SKb5 (SC),29
ESQUERRA-5-mm_7_NCb5 (KS),40
COMENÇAR-5_LN7,21
FINAL-MÀXIM_KI,44
HOME-1_3_TG7,53
OBRIR-PORTA-A_5_SKa5(SC),64
HAVER-HI-1_4_FNa5,52
1DIR3-1_IU7,29
NO-1_2_SCb5 (SK),63
SUPERFÍCIE_3_QF6,91
ESQUERRA_KEb5 (DG),40
PERQUÈ_2_DUa5,70
DRETArep_BUa5 (BH),34
HAVER-HI-NO_KD(DT)8,52
OBRIR+PORTA_4_DGa5 (KE),64
AVISAR_DUa5,10
ESCRIURE-mov_simple_DE7,38
1DIR2-2_5_DTa5 (KD),29
HAVER-HI-1_24_BQa5,52
ENTRAR_QM,37
VEURE-2_4_ES,101
1VEUREloc-2_FNa5,101
FINS_DW,46
ESPERAR(B)_DT(KD)6,39
ROSA-1_3_SKb5 (SC),82
OCELL-0e_7_TG,65
RES MÉS_KD,81
DOS_6_NHa5 (BU),33
PENSAR-U ssi_KI,68
FALTAR_4_BFa5(DV),42
GOS-Q_KS,50
HOME-1_6_DT,53
SIGNAR_9_GR(KT)8,88
DESPRÉS-1_3_DT7,27
RES-MÉS_3_QF6,81
FI(1m)_17_FNa5,43
DOS_CG6,33
AGAFAR_3_TD,2
IGUAL-index-petit_DG(KE)8,54
GRANOTA-8_3_OC,51
PER (1m)_BNb5,69
A-BAIX-1_KS,11
FER-VENIR-A_KS(NC)8,99
GAT-5d_3_CG,49
QUITAR-AURICULARS-bec_2_OG7,9
PRIMER-1_2_BFa5(DV),77
DOS_3_KD(DT)8,33
HOME_2_DV7,53
BÉ-0_SSI_KN,15
PODER_2_DG(KE)8,73
FI_5_FNb5,43
ENGANXAR-B(1m)_3_DE7,35
DONA_11_KI7,30
IGUAL (0)_3_KT(GR)8,54
VEURE-2_NT7,101
NO_3_KT(GR)8,63
ESQUERRA (5)_BNb5,40
A-L'ESQUERRA_2_KD(DT),40
BLAU-U_3_SCb5 (SK),13
IGUAL-0(1m)_SCb5 (SK),54
GOS-Q-cara_6_BF,50
ENTRAR-B_KU,37
IGUAL-0_2_QN,54
A-BAIX-1_EQ(QK)6,11
IGUAL-0-2m_3_NHb5 (BU),54
VEURE-2_2_KE7,101
IGUAL-7_KE(DG)8,54
OCELL-0e_2_FN,65
PRIMER-1_NHa5 (BU),77
COM_CG6,20
NO_3_NHb5 (BU),63
VENIR (2 doblat)_2_GR(KT)8,99
CRIDAR-L'ATENCIÓ_4_FNb5,8
BÉ_KS(NC)8,15
PENSAR-1_SKb5 (SC),68
GAT-5d_4_DG,49
LLAVORS_FN(BQ)8,57
SI_FN(BQ)8,87
GOS-Q-cara_EQ,50
BLAU-U_5_NCb5 (KS),13
FI_4_KK7,43
TOT-1_2_KS(NC)8,95
FI_3_FN,43
CASA_NT,17
HAVER-HI-1_KW,52
ÚLTIM_2_DUa5,104
POC-G_SSI_9_KS,72
DIR_DT(KD)6,29
FI_FN(BQ)8,43
VEURE-2 arc_OG,101
ARA (1)_3_GR(KT)8,5
DOS_3_DG(KE)8,33
NO-1_3_LN(MS)6,63
DESAPARÈIXER_ES,26
OBRIR-Bd_2_DW,64
COM(1m)_CG6,20
TERCER-8_3_BNa5,94
DOS_4_KNa5 (NT),33
VOLER_9_SK7,102
DOS_2_KI7,33
PRESTATGE_6_QNa5 (CG),76
DESAPARÈIXER_KW(DU)8,26
BUSCAR-Bd_GH,14
GAT-5d_5_TG,49
MATEIX_2_SC,59
DOS_3_CSa5 (bn),33
DESAPARÈIXER_6_BQ,26
HAVER-HI-1_16_BQa5,52
ESCRIURE_3_KS7,38
UN-ALTRE-1_2_NCb5 (KS),3
FI_9_KSb5,43
IGUAL-1_2_DT(KD)8,54
HAVER-HI_6_DUa5,52
FI_4_DG7,43
QUÈ_2_CS(BN)6,80
HAVER-HI_7_SCa5(SK),52
1DIR3-2_BQ,29
DONA_DUb5,30
UN-ALTRE-1_DV,3
ARBRE-5_4_SK,6
ALTRE-1_2_KI,3
NO_3_QK,63
HOME_11_QK,53
DONA_4_NC7,30
OCELL-0e_2_NT,65
UN_BQ7,97
AL-COSTAT_11_NTa5 (KN),22
FORA_2_GR(KT)8,47
OBRIR-PORTA (A)_7_GQa5 (QN),64
GRANOTA-8_5_KI,51
FI_9_KEa5 (DG),43
UN-ALTRE-1_GR,3
ÉS-IGUAL_KS(NC)8,54
HOME ++_3_QF6,53
CRIDAR-L'ATENCIÓ_4_QNa5 (CG),8
1VEURE3-2_8_QF,101
ESCRIURE-mov_red_4_TG7,38
DESPRÉS-1_4_DU(KW)8,27
PRESTATGE_9_KEa5 (DG),76
RES_GR(KT)8,81
GAT-5d_8_CG,49
OBRIR+PORTA_15_NTa5 (KN),64
1DIR2_7_KSb5,29
PER (5)_2_GQa5 (QN),69
FI_7_SKb5 (SC),43
BUSCAR_NS,14
SEGON-2_SK,84
SORD_2_QF7,90
JA-rep_KEb5 (DG),55
HAVER^NO_15_FNa5,52
OCELL-0e_4_QF,65
COMENÇAR-B-ext_DE7,21
FI_3_QM7,43
UN-ALTRE(1)_3_DUa5,3
DIR-1_BF,29
VEURE-arc-2_SK7,101
GOS-Q-cara_8_KW,50
VENIR-1d-rep_KE(DG)8,99
ESCRIURE-mm_GQ7,38
FI_QK(EQ)6,43
COMENÇAR-B-int(1m)_CSa5 (bn),21
OCELL-0e_3_QF,65
HAVER^NO_2_FN(BQ)8,52
GRANOTA-8d_5_MS,51
HOME-1_2_KT7,53
SIGNAR_QK7,88
ESCRIURE_11_KI7,38
HAVER-HI_2_BVa5 (ki),52
GRANOTA-8d_18_KW,51
TERCER_BUa5 (BH),94
MIRAR-PRISMÀTICS-0_SSI_4_GR,78
SABER_SC(SK)6,83
FINAL-Bd_3_KS(NC)8,44
VENIR-2d_5_DE7,99
FI_2_KEb5 (DG),43
ESCRIURE-mov_simple_CSa5 (bn),38
CLAR(1m)_2_NCb5 (KS),18
MIRAR-PRISMÀTICS-0 SSI_6_OG,78
VEGADA_3_KS,98
ON_SK,66
DOS_2_SC(SK)6,33
IGUAL(0)_6_DUb5,54
SIGNOM-B_4_BF,89
COM (1)_FN(BQ)8,20
TAMBÉ_3_DG(KE)8,93
BÉ-rep_10_GH7,15
HAVER^NO_17_FNa5,52
HAVER-HI-1_27_BQa5,52
ÚLTIM_DW,104
ESPERAR-B_DT,39
DE_2_NHb5 (BU),24
GRANOTA-8_8_KI,51
SEURE-8_2_SK7,86
ESCRIURE_8_NC7,38
ARA_3_DUb5,5
CÉRVOL-2_DW,23
NO+++_KNa5 (NT),63
AURICULARS-Oe_5_IU7,9
VEURE-1_2_BF,101
FI_5_TD7,43
ESQUERRA_8_GQa5 (QN),40
A-VEURE(1)_GRb5 (KT),101
GOS-Q-cara_5_DC,50
OBRIR-PORTA-A_BVa5 (ki),64
HOME_10_GQ,53
1MIRAR3_2_GQ,60
VEURE-1_3_KS(NC)8,101
BÉ-6_2_CS(BN)6,15
CRIDAR-L'ATENCIÓ_5_KWa5,8
GRANOTA-8_6_DT,51
VENIR-2d_DE7,99
MÉS-Q_DT,62
HOME_SC,53
ASSOCIACIÓ_5_CG(QF)8,7
FI_3_NTa5 (KN),43
SIGNAR_4_DUa5,88
ON_5_QNa5 (CG),66
COSTAT-DRET-rep_KDa5 (DT),22
PETIT-Bd_3_OC,71
ESQUERRE_3_KEb5 (DG),41
ARA_DUb5,5
